2003,18029, 0.24044
18029,2003, 0.24044
2004,18032, 0.867561
18032,2004, 0.867561
5004,17046, 1.27629
17046,5004, 1.27629
2005,18034, 1.36355
18034,2005, 1.36355
2006,18016, 1.56079
18016,2006, 1.56079
2006,18030, 2.19842
18030,2006, 2.19842
2006,18032, 2.62334
18032,2006, 2.62334
2008,18012, 1.19156
18012,2008, 1.19156
2008,18023, 0.144895
18023,2008, 0.144895
2009,18015, 0.217048
18015,2009, 0.217048
2009,18016, 2.52681
18016,2009, 2.52681
2009,18028, 0.627216
18028,2009, 0.627216
2009,18030, 1.5645
18030,2009, 1.5645
7016,21040, 1.09579
21040,7016, 1.09579
2010,18022, 1.06899
18022,2010, 1.06899
7018,21039, 2.39227
21039,7018, 2.39227
2012,18038, 0.261627
18038,2012, 0.261627
2012,18039, 0.98463
18039,2012, 0.98463
7021,21037, 0.384342
21037,7021, 0.384342
5010,17048, 1.51886
17048,5010, 1.51886
7022,21040, 0.0877328
21040,7022, 0.0877328
2013,18020, 2.06191
18020,2013, 2.06191
2013,18033, 1.50126
18033,2013, 1.50126
14011,20007, 0.726766
20007,14011, 0.726766
14011,20011, 2.1273
20011,14011, 2.1273
14011,20013, 1.09049
20013,14011, 1.09049
7025,21039, 0.789751
21039,7025, 0.789751
14012,20012, 1.4493
20012,14012, 1.4493
5013,17051, 0.407655
17051,5013, 0.407655
14013,20016, 0.990884
20016,14013, 0.990884
5014,17049, 1.32397
17049,5014, 1.32397
14014,20014, 0.67254
20014,14014, 0.67254
14014,20015, 0.292027
20015,14014, 0.292027
7031,21034, 0.639944
21034,7031, 0.639944
14015,20017, 1.0178
20017,14015, 1.0178
14015,20019, 0.833166
20019,14015, 0.833166
14016,20014, 0.634294
20014,14016, 0.634294
14016,20015, 0.252724
20015,14016, 0.252724
1016,12088, 2.04125
12088,1016, 2.04125
1016,12099, 2.4733
12099,1016, 2.4733
14017,20007, 0.771774
20007,14017, 0.771774
14017,20011, 0.770542
20011,14017, 0.770542
14017,20013, 0.269488
20013,14017, 0.269488
14018,20017, 0.74891
20017,14018, 0.74891
14018,20019, 0.921745
20019,14018, 0.921745
14019,20031, 0.914302
20031,14019, 0.914302
2026,18004, 2.41921
18004,2026, 2.41921
14020,20034, 1.784
20034,14020, 1.784
1021,12096, 1.87454
12096,1021, 1.87454
14021,20033, 1.71582
20033,14021, 1.71582
2029,18001, 1.55374
18001,2029, 1.55374
14022,20036, 1.76716
20036,14022, 1.76716
14023,20043, 2.02659
20043,14023, 2.02659
14024,20040, 1.88858
20040,14024, 1.88858
1025,12091, 1.63293
12091,1025, 1.63293
14025,20037, 1.96533
20037,14025, 1.96533
29,10016, 2.5338
10016,29, 2.5338
1026,12105, 0.346011
12105,1026, 0.346011
14026,20035, 1.95167
20035,14026, 1.95167
14027,20032, 1.90857
20032,14027, 1.90857
5029,17048, 0.0644258
17048,5029, 0.0644258
14028,20041, 2.14372
20041,14028, 2.14372
7066,21033, 2.23968
21033,7066, 2.23968
5030,17044, 1.12005
17044,5030, 1.12005
1029,12097, 1.30864
12097,1029, 1.30864
33,10017, 2.54681
10017,33, 2.54681
14029,20038, 2.14456
20038,14029, 2.14456
5031,17043, 1.93755
17043,5031, 1.93755
34,10017, 1.87338
10017,34, 1.87338
1030,12102, 1.26109
12102,1030, 1.26109
14030,20039, 2.24369
20039,14030, 2.24369
5032,17049, 0.627995
17049,5032, 0.627995
14031,20042, 2.46874
20042,14031, 2.46874
7072,21032, 1.81352
21032,7072, 1.81352
36,10026, 0.265959
10026,36, 0.265959
2043,18068, 0.204645
18068,2043, 0.204645
1032,12091, 2.47275
12091,1032, 2.47275
3040,11038, 1.14927
11038,3040, 1.14927
1032,12101, 0.812989
12101,1032, 0.812989
14032,20040, 1.02531
20040,14032, 1.02531
14032,20044, 2.76733
20044,14032, 2.76733
5034,17037, 0.696229
17037,5034, 0.696229
37,10024, 1.4931
10024,37, 1.4931
38,10018, 0.62272
10018,38, 0.62272
14033,20093, 0.508167
20093,14033, 0.508167
1034,12090, 2.74584
12090,1034, 2.74584
2047,18025, 0.0916972
18025,2047, 0.0916972
14034,20095, 1.10868
20095,14034, 1.10868
14035,20069, 2.72463
20069,14035, 2.72463
14035,20071, 2.87592
20071,14035, 2.87592
14035,20072, 2.82156
20072,14035, 2.82156
1036,12090, 0.550727
12090,1036, 0.550727
14036,20070, 2.84372
20070,14036, 2.84372
2050,18035, 1.56122
18035,2050, 1.56122
14036,20076, 2.66368
20076,14036, 2.66368
14037,20066, 1.16253
20066,14037, 1.16253
14037,20067, 1.31411
